LIVRO	ANO	TITULO_POEMA	POEMA	QNT_VERSOS	TAM_POEMA
MODERATO CANTABILE	1974	V	E se parece a Mei, pequena estrela Viva na constelação de Sagitário. Vive dentro de ti, dupla grandeza O existir de agora, o céu em mim No meu viver de sempre, solitário. E de viver a idéia, de mim mesma Do rosto, dos cabelos, do meu corpo Dos amigos também, ando esquecida. Rodeiam-me sem rosto, me perguntam: E a idéia? E se vão apreensivos Pois dupla vida é o que vive o poeta: Entendimento e amor, duplo perigo. A idéia, Túlio, (resguarda-te do susto, não te aflijas) É na verdade tudo o que me resta. 	15	520
MODERATO CANTABILE	1974	VI	Soergo meu passado e meu futuro E digo à boca do Tempo que os devore. E degustando o êxito do Agora A cada instante me vejo renascendo E no teu rosto, Túlio, faz-se um Tempo Imperecível, justo Igual à hora primeira, nova, hora-menina Quando se morde o fruto. Faz-se o Presente. Translúcida me vejo na tua vida Sem olhar para trás nem para frente: Indescritível, recortada, fixa. 	11	387
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	I	É bom que seja assim, Dionisio, que não venhas. Voz e vento apenas Das coisas do lá fora E sozinha supor Que se estivesses dentro Essa voz importante e esse vento Das ramagens de fora Eu jamais ouviria. Atento Meu ouvido escutaria O sumo do teu canto. Que não venhas, Dionísio. Porque é melhor sonhar tua rudeza E sorver reconquista a cada noite Pensando: amanhã sim, virá. E o tempo de amanhã será riqueza: A cada noite, eu Ariana, preparando Aroma e corpo. E o verso a cada noite Se fazendo de tua sábia ausência. 	17	528
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	II	Porque tu sabes que é de poesia Minha vida secreta. Tu sabes, Dionísio, Que a teu lado te amando, Antes de ser mulher sou inteira poeta. E que o teu corpo existe porque o meu Sempre existiu cantando. Meu corpo, Dionísio, É que move o grande corpo teu Ainda que tu me vejas extrema e suplicante Quando amanhece e me dizes adeus. 	9	332
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	III	A minha Casa é gurdiã do meu corpo E protetora de todas minhas ardências. E transmuta em palavra Paixão e veemência E minha boca se faz fonte de prata Ainda que eu grite à Casa que só existo Para sorver a água da tua boca. A minha Casa, Dionísio, te lamenta E manda que eu te pergunte assim de frente: À uma mulher que canta ensolarada E que é sonora, múltipla, argonauta Por que recusas amor e permanência? 	12	421
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	IV	Porque te amo Deverias ao menos te deter Um instante Como as pessoas fazem Quando vêem a petúnia Ou a chuva de granizo. Porque te amo Deveria a teus olhos parecer Uma outra Ariana Não essa que te louva A cada verso Mas outra Reverso de sua própria placidez Escudo e crueldade a cada gesto. Porque te amo, Dionísio, é que me faço assim tão simultânea Madura, adolescente E porisso talvez Te aborreças de mim. 	19	418
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	V	Quando Beatriz e Caiana te perguntarem, Dionísio, Se me amas, podes dizer que não. Pouco me importa Ser nada à tua volta, sombra, coisa esgarçada No entendimento de tua mãe e irmã. A mim me importa, Dionísio, o que dizes deitado, ao meu ouvido E o que tu dizes enm pode ser cantado Porque é palavra de luta e despudor. E no meu verso se faria injúria E no meu quarto se faz verbo de amor. 	9	398
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	VI	Três luas, Dionísio, não te vejo. Três luas percorro a Casa, a minha, E entre o pátio e a figueira Converso e passeio com meus cães E fingindo altivez digo à minha estrela Essa que é inteira prata, dez mil sóis Sirius pressaga Que Ariana pode estar sozinha Sem Dionísio, sem riqueza ou fama Porque há dentro dela um sol maior: Amor que se alimenta de uma chama Movediça e lunada, mais luzente e alta Quando tu, Dionísio, não estás. 	13	447
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	VII	É lícito me dizeres, que Manan, tua mulher Virá à minha Casa, para aprender comigo Minha extensa e difícil dialética lírica? Canção e liberdade não se aprende Mas posso, encantada, se quiseres Deitar-me com o amigo que escolheres E ensinar à mulher e a ti, Dionísio, A eloqüência da boca nos prazeres E plantar no teu peito, prodigiosa Um ciúme venenoso e derradeiro. 	10	383
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	VIII	Se Clódia desprezou Catulo E teve Rufus, Quintius, Gelius Inacius e Ravidus Tu podes muito bem, Dionísio, Ter mais cinco mulheres E desprezar Ariana Que é centelha e âncora E refrescar tuas noites Com teus amores breves. Ariana e Catulo, luxuriantes Pretendem eternidade, e a coisa breve A alma dos poetas não inflama. Nem é justo, Dionísio, pedires ao poeta Que seja sempre terra o que é celeste E que terrestre não seja o que é só terra. 	15	451
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	IX	“Conta-se que havia na China uma mulher belíssima que enlouquecia de amor todos os homens. Mas certa vez caiu nas profundezas de um lago e assustou os peixes.” Tenho meditado e sofrido Irmanada com esse corpo E seu aquático jazigo Pensando Que se a mim não deram Esplêndida beleza Deram-me a garganta Esplandecida: a palavra de ouro A canção imantada O sumarento gozo de cantar Iluminada, ungida. E te assustas do meu canto. Tendo-me a mim Preexistida e exata Apenas tu, Dionísio, é que recusas Ariana suspensa nas tuas águas. 	20	540
ODE DESCONTÍNUA E REMOTA PARA FLAUTA E OBOÉ. DE ARIANA PARA DIONÍSIO.	1974	X	Se todas as tuas noites fossem minhas Eu te daria, Dionísio, a cada dia Uma pequena caixa de palavras Coisa que me foi dada, sigilosa E com a dádiva nas mãos tu poderias Compor incendiado a tua canção E fazer de mim mesma, melodia. Se todos os teus dias fossem meus Eu te daria, Dionísio, a cada noite O meu tempo lunar, transfigurado e rubro E agudo se faria o gozo teu. 	11	378
PRELÚDIOS-INTENSOS PARA OS DESMEMORIADOS DO AMOR.	1974	I	Toma-me. A tua boca de linho sobre a minha boca Austera. Toma-me AGORA, ANTES Antes que a carnadura se desfaça em sangue, antes Da morte, amor, da minha morte, toma-me Crava a tua mão, respira meu sopro, deglute Em cadência minha escura agonia. Tempo do corpo este tempo, da fome Do de dentro. Corpo se conhecendo, lento, Um sol de diamante alimentando o ventre, O leite da tua carne, a minha Fugidia. E sobre nós este tempo futuro urdindo Urdindo a grande teia. Sobre nós a vida A vida se derramando. Cíclica. Escorrendo. Te descobres vivo sob um jogo novo. Te ordenas. E eu deliquescida: amor, amor, Antes do muro, antes da terra, devo Devo gritar a minha palavra, uma encantada Ilharga Na cálida textura de um rochedo. Devo gritar Digo para mim mesma. Mas ao teu lado me estendo Imensa. De púrpura. De prata. De delicadeza. 	22	835
PRELÚDIOS-INTENSOS PARA OS DESMEMORIADOS DO AMOR.	1974	II	Tateio. A fronte. O braço. O ombro. O fundo sortilégio da omoplata. Matéria-menina a tua fronte e eu Madurez, ausência nos teus claros Guardados. Ai, ai de mim. Enquanto caminhas Em lúcida altivez, eu já sou o passado. Esta fronte que é minha, prodigiosa De núpcias e caminho É tão diversa da tua fronte descuidada. Tateio. E a um só tempo vivo E vou morrendo. Entre terra e água Meu existir anfíbio. Passeia Sobre mim, amor, e colhe o que me resta: Noturno girassol. Rama secreta. 	15	495
PRELÚDIOS-INTENSOS PARA OS DESMEMORIADOS DO AMOR.	1974	III	Contente. Contente do instante Da ressurreição, das insônias heróicas Contente da assombrada canção Que no meu peito agora se entrelaça. Sabes? O fogo iluminou a casa. E sobre a claridade do capim Um expandir-se de asa, um trinado Uma garganta aguda, vitoriosa. Desde sempre em mim. Desde Sempre estiveste. Nas arcadas do Tempo Nas ermas biografias, neste adro solar No meu mudo momento Desde sempre, amor, redescoberto em mim. 	13	435
PRELÚDIOS-INTENSOS PARA OS DESMEMORIADOS DO AMOR.	1974	IV	Que boca há de roer o tempo? Que rosto Há de chegar depois do meu? Quantas vezes O tule do meu sopro há de pousar Sobre a brancura fremente do teu dorso? Atravessaremos juntos as grandes espirais A artéria estendida do silêncio, o vão O patamar do tempo? Quantas vezezs dirás: vida, vésper, magna-marinha E quantas vezes direi: és meu. E as distendidas Tardes, as largas luas, as madrugadas agônicas Sem poder tocar-te. Quantas vezes, amor Uma nova vertente há de nascer em ti E quantas vezesem mim há de morrer. 	13	525
PRELÚDIOS-INTENSOS PARA OS DESMEMORIADOS DO AMOR.	1974	V	Aos amantes é lícito a voz desvanecida. Quando acordares, um só murmúrio sobre o teu ouvido: Ama-me. Alguém dentro de mim dirá: não é tempo, senhora, Recolhe tuas papoulas, teus narcisos. Não vês Que sobre o muro dos mortos a garganta do mundo Ronda escurecida? Não é tempo, senhora. Ave, moinho e vento Num vórtice de sombra. Podes cantar de amor Quando tudo anoitece? Antes lamenta Essa teia de seda que a garganta tece. Ama-me. Desvaneço e suplico. Aos amantes é lícito Vertigens e pedidos. E é tão grande a minha fome Tão intenso meu canto, tão flamante meu preclaro tecido Que o mundo inteiro, amor, há de cantar comigo. 	14	647
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	I	Os dentes ao sol A memória engulindo O resplendor angélico De um lívido jacinto. Os dentes ao sol E o escuro momento Do girassol no muro Enlouquecendo. Os dentes ao sol Dentro de mim A sombra dos teus dedos Tua brusca despedida. Do tempo As enormes mandíbulas Roendo nossas vidas. 	15	285
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	II	Meu corpo no mar E o peixe movendo A barbatana tensa No ar. Meu corpo de terra Mergulha no gozo E te pensa Em líquida quimera. O corpo do peixe Olho abismado Hiato Guelra sem grito Morrendo. 	13	192
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	III	Tuas poucas palavras Meus atentos ouvidos Um sopro adverso Encrespando as águas. Apenas escutava O que tu não dizias. Inteira ensimesmada A tarde se fechava Minha boca se abria E não dizia nada. Se eu pudesse diria: Que a vida se me apaga Porque o ouvido não ouve O que lhe caberia. Se dissesses - Amada (Te parece difícil?) Só isso bastaria. 	16	349
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	IV	Se é morte este amor Porque se faz sozinho Este meu canto? Antes diria sorte Poder cantar morrendo A minha morte. Se te vou esperar Como é certo que ao fruto Antecede a árvore? Certo como a terra Antecede a árvore E à árvore antecede A semente na terra Me hás de vir buscar. 	14	282
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	V	Aprendo encantamento. E a sós No bandolim do tempo Vou sorvendo a hora Hora de amor, amigo, Quando o teu rosto À minha frente E a gosto Se fizer consentido. Aprendo a tua demora Como a noite paciente Conhece a madrugada E obscura elabora A salamandra rara: O dia. Tua figura. Aprendo encantamento E desfio encantada O bandolim do tempo. 	18	339
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	VI	Entendimento fatal Demasia do gosto Devo morrer agora Se não me tomas. Coração-corpo Tão dilatado Pulsando espesso Se não me tomas Vai-se o compasso Do meu bater. Mínimo espaço E o meu imenso Descompassado Coração-corpo Se não me tomas Antes me faço De crueldade: Ao invés de versos Te mando cardos Ao invés de vida Te mando o gosto Do meu morrer. 	22	361
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	VII	Esquivança, amigo, É o que se faz em ti. Frígido, esquivo Da benquerença de mim Quanto mais persigo Mais te vejo De mim o fugitivo Córrego correndo E eu desesperança Me fazendo antiga. Crescem verdores À minha volta. Ramas votivas Se interdizendo: Cubra-se a morta Porque o amante Se faz esquivo. Feche-se a porta Porque é de pedra Impermissivo Esse que era O cantar da morta. 	22	385
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	VII	E taciturno Pelo começo Começarias A minha estória Que desde o início Já se sabia Ter todo o vício De malfadada Versos dementes Volúpia larga: - Era tão louca Que lá da aldeia Onde vivia Mandava cartas De fogo e areia Esbraseadas E as outras ásperas Nem as abria Só de tocá-las... - (Túlio coitado Já se queimava) - Mulher-poeta E incendiada Que outra morte Lhe caberia? - Túlio, tens culpa? - Culpo-me nada. 	26	424
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	IX	Incontável, muda Essa plenitude. Incontável, mudo Meu instante de morte. Ando morrendo. E sem poder, traduzo: é punhal cintilante Esta minha morte. Como se fosse dor Sem se fazer ferida, Como se o grito Se fizesse mudo. (Sem ser agudo Um silvo penetrasse No teu profundo ouvido) Como se eu lamentasse Sem lamento Sem urro. Corpo de fogo morrendo Sem a luz do ouro. Isento. Puro. Vivo do seu próprio momento. 	22	412
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	X	As laranjas têm alma? Tu me perguntas calmo A testa no fruto. Examinas. Desenrolas A casca, o amarelo Escorre palpitante O sumo sobre a mesa. Proeza da tua fome. Tu ainda me amas? Eu te pergunto lívida Na manhã de tintas Amarelo e ocre Pulsando no meu sangue. E te levantas, me olhas E te fazes cansado De perguntas antigas. 	16	328
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	XI	Antes que o mundo acabe, Túlio, Deita-te e prova Esse milagre do gosto Que se fez na minha boca Enquanto o mundo grita Belicoso. E ao meu lado Te fazes árabe, me faço israelita E nos cobrimos de beijos E de flores Antes que o mundo se acabe Antes que acabe em nós Nosso desejo. 	12	282
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	XII	Dentro do círculo Faço-me extensa. Procuro o centro Me distendendo. Túlio não sabe Que o amor se move No seu de dentro E me procura Movente, móvil No lá de fora. Túlio em mim Tem se movido Tão desatento Como se a nuvem Já se movendo Buscasse o vento Como se a chuva Toda molhada Buscasse a água. 	19	306
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	XIII	Túlio: há palavras escuras, Guardadas, duros ramos Dentro das arcas. Roxura Por exemplo. É ânsia. Convém lembrá-las Porque me faço mordente Nesta minha armadura, Soberbosa, cansada Do teu silêncio A do laivoso das gentes. Há palavras escuras. Hederoso, por exemplo. É abundante de heras. Habena, que é chicote. E há uma palavra rara Em milenar repouso No teu peito duro. Convém lembrá-la, Túlio. Do amor é que te falo. Acorda tua palavra. Usa o chicote Antes que eu me faça escura. 	22	499
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	XIV	Lilazes, Túlio, celebramos O estarmos vivos, milagre Que os demais assistem Distraídos, e nós amantes Nos sabemos perplexos Floridos e vorazes Diante deste banquete. Vívidos, Túlio, celebremos. Ao rei dos reis, o poeta pede Paixão-Eternidade, Virtude Da Razão, ainda que aos vossos olhos Tais nobrezas a princípio pareçam Coisa inconciliável Mas o difícil em nós Se faz lhaneza, porque o poeta Pede à divindade. Ouro mais raro É ouro permissível, se no abismo Em que vive, coexiste O envoltório do amor. Em nós Comvivem, Túlio, os dúplices Difíceis. Abracemo-nos. Celebra. Enquanto estamos vivos. 	22	617
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	XV	Embriaguez da vontade, Túlio, Sangue buscando a veia É o que me faz perpétua. Estrela sobre a testa E de poesia plena Vou te buscando imensa. Embriaguez da vontade, Túlio, E os oponentes: Tua pouca ciência, desafeto Exata em mim, minha maturidade. E haverá louvor e recompensa Para o amor incansável do poeta. Dentro da sua soberba Brioso de eternidade Túlio, de pedra. 	15	378
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	XVI	Negra Como a terra profunda Que retém a seiva. Rubra Explodindo em sangue Tua palavra omissa No meu peito amante. Túlio, lâmina aguçada Retalhando a luz Da minha palavra. Turvo Teu amor austero Recobrindo tudo. Túlio Castigando eterno A perdição e a carne Do poeta. 	17	273
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	XVII	O poeta se fez Água de fonte Infância Circunsoante Madeira leve Límpida caravela E Túlio não quis. O poeta se fez Aroma Voz inflamante Vestido Metalescente Insânia E Túlio não quis. O poeta se cobre De visgo, de vergonha Enterra seu bandolim Artimanha do sonho Tem o corpo de luto E o rosto de giz Porque Túlio não ama. 	21	330
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	XVIII	Se eu te pedisse, Túlio, O ato irreparável de me amar Te pediria muito? Se o corpo pede à alma Que respirem juntos Tu dirias, dúbio, Que se trata de um pedido singular? Se o que eu te digo Ouves pelo ouvido Tu culparias Teu inteiro sentido Auricular? Retoma, Túlio, O que pertence à vida: Meu sangue, minha poesia E o ato irreparável de me amar. 	16	353
ÁRIAS PEQUENAS. PARA BANDOLIM.	1974	XIX	Pela primeira vez Me vejo moça, Túlio. Pela última vez Emana do meu rosto Um brilho de ventura Suspeitoso: Véu redivivo Cintilância de noiva E a um tempo só Também leve mortalha Recobrindo o morto. Pela última vez Te peço Que tu escolhas O que devo colocar Diante do rosto: Essa teia de fogo Atrevimento O ouro de te amar Ou o tecido outro: Recusa e contenção De Túlio Esse linho trevoso Essa mortalha lunar Sobre o meu rosto. Porque me fiz Cruz e ferida Viva enormemente Te suplico: Que me permitas, Túlio, A mim, ser moça, Arder e colocar Pela última vez Minha teia de fogo Sobre o rosto. 	35	606
ÁRIA ÚNICA, TURBULENTA	1974	(SEM TITULO)	Tépido, Túlio, o reino Não é feito para os mornos. Esse reino de amor onde és o rei Por compulsão e ímpeto do poeta, É feito de loucura, de atração E não compreende tepidez, mornura E vícios da aparência, palha, Túlio, Tem sido o teu reinado, inconsistência. Ou te transformas, rei de fogo e justo, E a quem merece, dás amor e alento Ou se refaz em ira a minha luxúria Me desfaço de ti, muito a contento. 	12	423
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	I	homenagem a Alexander Solzhenitsyn Senhoras e senhores, olhai-nos. Repensemos a tarefa de pensar o mundo. E quando a noite vem Vem a contrafacção dos nossos rostos Rosto perigoso, rosto-pensamento Sobre os vossos atos. A muitos os poetas lembrariam Que o homem não é para ser engulido Por vossas gargantas mentirosas. E sempre um ou dois dos vossos engulidos Deixarão suas heranças, suas memórias A IDÉIA, meus senhores E essa é mais brilhosa Do que o brilho fugaz de vossas botas. Cantando amor, os poetas na noite Repensam a tarefa de pensar o mundo. E podeis crer que há muito mais vigor No lirismo aparente No amante Fazedor da palavra Do que na mão que esmaga. A IDÉIA é ambiciosa e santa. E o amor dos poetas pelos homens é mais vasto Do que a voracidade que nos move. E mais forte há de ser Quanto mais parco Aos vossos olhos possa parecer. 	28	863
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	II	Amada vida, minha morte demora. Dizer que coisa ao homem, Propor que viagem? Reis, ministros E todos vós, políticos, Que palavra Além de ouro e treva Fica em vossos ouvidos? Além de vossa RAPACIDADE O que sabeis Da alma dos homens? Ouro, conquista, lucro, logro E os nossos olhos E o sangue das gentes E a vida dos homens Entre os vossos dentes. 	15	350
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	III	homenagem à Natalia Gorbanievskaya Sobre o vosso jazigo - Homem político Nem compaixão, nem flores. Apenas o escuro grito Dos homens. Sobre os vossos filhos - Homem político A desventura do vosso nome. E enquanto estiverdes À frente da Pátria Sobre nós, a mordaça. E sobre as vossas vidas - Homem político Inexoravelmente, nossa morte. 	13	345
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	IV	A Frederico Garcia Lorca Companheiro, morto dessassombrado, rosácea ensolarada Quem senão eu, te cantará primeiro. Quem senão eu Pontilhada de chagas, eu que tanto te amei, eu Que bebi na tua boca a fúria de umas águas Eu, que mastiguei tuas conquistas e que depois chorei Porque dizias: “amor de mis entrañas, viva muerte”. Ah, se soubesses como ficou difícil a Poesia. Triste garganta o nosso tempo, TRISTE TRISTE. E mais um tempo, nem será lícito ao poeta ter memória E cantar de repente: “os arados van e vên dende a Santiago a Belén”. Os cardos, companheiro, a aspereza, o luto A tua morte outra vez, a nossa morte, assim o mundo: Deglutindo a palavra cada vez e cada vez mais fundo. Que dor de te saber tão morto. Alguns dirão: Mas está vivo, não vês? Está vivo! Se todos o celebram Se tu cantas! ESTÁS MORTO. Sabes por quê? “El passado se pone su coraza de hierro y tapa sus oídos con algodón del viento. Nunca podrá arrancársele un secreto.” E o futuro é de sangue, de aço, de vaidade. E vermelhos Azuis, brancos e amarelos hão de gritar: morte aos poetas! Morte a todos aqueles de lúcidas artérias, tatuados De infância, o plexo aberto, exposto aos lobos. Irmão. Companheiro. Que dor de te saber tão morto. 	29	1261
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	V	homenagem a Alexei Sakarov de cima do palanque de cima da alta poltrona estofada de cima da rampa olhar de cima LÍDERES, o povo Não é paisagem Nem mansa geografia Para a voragem Do vosso olho. POVO. POLVO. UM DIA. O povo não é o rio De mínimas águas Sempre iguais. Mais fundo, mais além E por onde navegais Uma nova canção De um novo mundo. E sem sorrir Vos digo: O povo não é Esse pretenso ovo Que fingis alisar, Essa superfície Que jamais castiga Vossos dedos furtivos. POVO. POLVO. LÚCIDA VIGÍLIA. UM DIA. 	30	524
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	VI	Tudo vive em mim. Tudo se entranha Na minha tumultuada vida. E porisso Não te enganas, homem, meu irmão, Quando dizes na noite, que só a mim me vejo. Vendo-me a mim, a ti. E a esses que passam Nas manhãs, carregados de medo, de pobreza, O olhar aguado, todos eles em mim, Porque o poeta é irmão do escondido das gentes Descobre além da aparência, é antes de tudo LIVRE, e porisso conhece. Quando o poeta fala Fala do seu quarto, não fala do palanque, Não está no comício, não deseja riqueza Não barganha, sabe que o ouro é sangue Tem os olhos no espírito do homem No possível infinito. Sabe de cada um A própria fome. E porque é assim, eu te peço: Escuta-me. Olha-me. Enquanto vive um poeta O homem está vivo. 	18	732
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	VII	homenagem a Pavel Kohout Que te devolvam a alma Homem do nosso tempo. Pede isso a Deus Ou às coisas que acreditas À terra, às águas, à noite Desmedida, Uiva se quiseres, Ao teu próprio ventre Se é ele quem comanda A tua vida, não importa, Pede à mulher Àquela que foi noiva À que se fez amiga, Abre a tua boca, ulula Pede à chuva Ruge Como se tivesses no peito Uma enorme ferida Escancara a tua boca Regouga: A ALMA. A ALMA DE VOLTA. 	21	446
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	VIII	Lobos? São muitos. Mas tu podes ainda A palavra na língua Aquietá-los. Mortos? O mundo. Mas podes acordá-lo Sortilégio de vida Na palavra escrita. Lúcidos? São poucos. Mas se farão milhares Se à lucidez dos poucos Te juntares. Raros? Teus preclaros amigos. E tu mesmo, raro. Se nas coisas que digo Acreditares. 	16	320
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	IX	homenagem a Piotr Yakir Ao teu encontro, Homem do meu tempo, E à espera de que tu prevaleças À rosácea de fogo, ao ódio, às guerras. Te cantarei infinitamente À espera de que um dia te conheças E convides o poeta e a todos esses Amantes da palavra, e os outros, Alquimistas, a se sentarem contigo À tua mesa. As coisas serão simples E redondas, justas. Te cantarei Minha própria rudeza E o difícil de antes, Aparências, o amor Dilacerado dos homens Meu próprio amor que é o teu O mistério dos rios, da terra Da semente. Te cantarei Aquele Que me fez poeta e que me prometeu Compaixão e ternura e paz na Terra Se ainda encontrasse em ti, o que te deu. 	21	668
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	X	Amada vida: Que essa garra de ferro Imensa Que apunhala a palavra Se afaste Da boca dos poetas. PÁSSARO-PALAVRA LIVRE VOLÚPIA DE SER ASA NA MINHA BOCA. Que essa garra de ferro Imensa Que me dilacera Desapareça Do ensolarado roteiro Do poeta. PÁSSARO-PALAVRA LIVRE VOLÚPIA DE SER ASA NA MINHA BOCA. Que essa garra de ferro Calcinada Se desfaça Diante da luz Intensa da palavra. PALAVRA-LIVRE Volúpia de ser pássaro Amada vertigionsa. Asa. 	29	446
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	XI	Se o teu, o meu, nosso do tigre Se fizesse livre, como seria? Se convivesses unânime Como as estrias do dorso Desse tigre Convivem com seu todo Te farias mais garra? Ou mais crueza? Ou nasceria Em ti uma outra criatura Límpida, solar, ígnea? Tentarias a sorte de saltar Em direção à Vega, Canópus? Te chamarias tigre ou Homem? Homem: reverso da compulsória Fome do tigre. Homem: alado e ocre Pássaro da morte. 	17	419
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	XII	Vou indo, caudalosa Recortando de mim Inúmeras palavras. Vou indo, recortando Alguns textos antigos Onde a faca finíssima Sublinhava As legendas políticas E um punhal incisivo Apunhalava Um corpo amolecido O olho aberto, uma bota Pontiaguda entrando no teu peito. Os meus olhos te olhavam Como de certo o Cristo Te olhou, piedade Compaixão infinita Ah, meu amigo Que límpida paixão Que divina vontade Fervor feito de lava Fogo sobre a tua fronte Tanto amor E não te deram nada. Deram-te sim Ferocidade, grito E sobre o corpo Chagas E mãos enormes, garras Te levando o rosto E inúmeras palavras Tão inúteis na noite. Diziam que adolescência Moldou a tua idéia Que eras como um menino De encantada imprudência Loucura caminhares Na trilha da floresta Sem luminosa armadura. Mas eu, poeta, vou indo Caudalosa Recortando as palavras Tão inúteis E os meus olhos de treva Vão te olhando E te guardo no peito Intenso, aberto Colado a mim Homem-Amor Inteiro permanência No todo despedaçado Do poeta. 	53	1011
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	XIII	Ávidos de ter, homens e mulheres Caminham pelas ruas. As amigas sonâmbulas Invadidas de um novo a mais querer Se debruçam banais, sobre as vitrines curvas. Uma pergunta brusca Enquanto tu caminhas pelas ruas. Te pergunto: E a entranha? De ti mesma, de um poder que te foi dado Alguma coisa mais clara se fez? Ou porque tudo se perdeu É que procuras nas vitrines curvas, tu mesma, Possuída de sonho, tu mesma infinita, maga, Tua aventura de ser, tão esquecida? Por que não tentas esse poço de dentro O incomensurável, um passeio veemente pela vida? Teu outro rosto. Único. Primeiro. E encantada De ter teu rosto verdadeiro, desejarias nada. 	16	650
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	XIV	Não há bombas limpas. Mário Faustino Bombas limpas, disseram? E tu sorris E eu também. E já vemos mortos Um verniz sobre o corpo, limpos, estáticos, Mais mortos do que limpos, exato Nosso corpo de vidro, rígido À mercê dos teus atos, homem político. Bombas limpas sobre a carne antiga. Vitral esplendente e agudo sobre a tarde. E nós na tarde repensamos mudos A limpeza fatal sobre nossas cabeças E tua sábia eloqüência, homens-hiena Dirigentes do mundo. 	14	470
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	XV	Leopardos e abstrações rondam a Casa. E as mão, o ato puro pretendendo. Ainda Que eu soubesse o que tudo vem a ser, A idéia, a garra, de mim mesma não sei A fonte que gerou tais coisas nesta tarde. Leopardos e abstrações. Que vem a ser? Roxura, ansiedade? Memórias de Qadós, Soberba e desafio se fazendo ronda Plúmbeo Qadós diante da luz de Deus? Se as tardes se fizessem meninice Para que eu descansasse. Se as mãos Fossem as mãos de Agda, eu decerto cavava. E morrendo, descobria a mim mesma Me fazendo leopardo e abstração Na ociosa crueza desta tarde. 	15	571
POEMAS AOS HOMENS DO NOSSO TEMPO	1967	XVI	Enquanto faço o verso, tu decerto vives. Trabalhas tua riqueza, e eu trabalho o sangue. Dirás que sangue é o não teres teu ouro E o poeta te diz: compra o teu tempo Contempla o teu viver que corre, escuta O teu ouro de dentro. É outro o amarelo que te falo. Enquanto faço o verso, tu que não me lês Sorris, se do meu verso ardente alguém te fala. O ser poeta te sabe a ornamento, desconversas: “Meu precioso tempo não pode ser perdido com os poetas”. Irmão do meu momento: quando eu morrer Uma coisa infinita também morre. É difícil dizê-lo: MORRE O AMOR DE UM POETA. E isso é tanto, que o teu ouro não compra, E tão raro, que o mínimo pedaço, de tão vasto Não cabe no meu canto. 	16	706
