"ano","categoria","atribuicao","comentario","venceu"
"1950 (23rd)","Best Picture","Born Yesterday","Columbia","NO"
"1950 (23rd)","Best Picture","Father of the Bride","Metro-Goldwyn-Mayer","NO"
"1950 (23rd)","Best Picture","King Solomon's Mines","Metro-Goldwyn-Mayer","NO"
"1950 (23rd)","Best Picture","Sunset Blvd.","Paramount","NO"
"1950 (23rd)","Honorary Award","To The Walls of Malapaga","","YES"
"1950 (23rd)","Honorary Award","To George Murphy","","YES"
"1950 (23rd)","Honorary Award","To Louis B. Mayer","","YES"
"1949 (22nd)","Actor -- Leading Role","Broderick Crawford","All the King's Men {'Willie Stark'}","YES"
"1949 (22nd)","Actor -- Leading Role","Kirk Douglas","Champion {'Midge Kelly'}","NO"
"1949 (22nd)","Actor -- Leading Role","Gregory Peck","Twelve O'Clock High {'General Savage'}","NO"
"1949 (22nd)","Actor -- Leading Role","Richard Todd","The Hasty Heart {'Lachie'}","NO"
"1949 (22nd)","Actor -- Leading Role","John Wayne","Sands of Iwo Jima {'Sergeant John M. Stryker'}","NO"
"1949 (22nd)","Actor -- Supporting Role","John Ireland","All the King's Men {'Jack Burden'}","NO"
"1949 (22nd)","Actor -- Supporting Role","Dean Jagger","Twelve O'Clock High {'Major Stovall'}","YES"
"1949 (22nd)","Actor -- Supporting Role","Arthur Kennedy","Champion {'Connie Kelly'}","NO"
"1949 (22nd)","Actor -- Supporting Role","Ralph Richardson","The Heiress {'Dr. Austin Sloper'}","NO"
"1949 (22nd)","Actor -- Supporting Role","James Whitmore","Battleground {'Kinnie'}","NO"
"1949 (22nd)","Actress -- Leading Role","Jeanne Crain","Pinky {'Pinky'}","NO"
"1949 (22nd)","Actress -- Leading Role","Olivia de Havilland","The Heiress {'Catherine Sloper'}","YES"
"1949 (22nd)","Actress -- Leading Role","Susan Hayward","My Foolish Heart {'Eloise Winters'}","NO"
"1949 (22nd)","Actress -- Leading Role","Deborah Kerr","Edward, My Son {'Evelyn Boult'}","NO"
"1949 (22nd)","Actress -- Leading Role","Loretta Young","Come to the Stable {'Sister Margaret'}","NO"
"1949 (22nd)","Actress -- Supporting Role","Ethel Barrymore","Pinky {'Miss Em'}","NO"
"1949 (22nd)","Actress -- Supporting Role","Celeste Holm","Come to the Stable {'Sister Scholastica'}","NO"
"1949 (22nd)","Actress -- Supporting Role","Elsa Lanchester","Come to the Stable {'Miss Potts'}","NO"
"1949 (22nd)","Actress -- Supporting Role","Mercedes McCambridge","All the King's Men {'Sadie Burke'}","YES"
"1949 (22nd)","Actress -- Supporting Role","Ethel Waters","Pinky {'Granny'}","NO"
"1949 (22nd)","Cinematography","Battleground","Paul C. Vogel","YES"
"1949 (22nd)","Cinematography","Champion","Frank Planer","NO"
"1949 (22nd)","Cinematography","Come to the Stable","Joseph LaShelle","NO"
"1949 (22nd)","Cinematography","The Heiress","Leo Tover","NO"
"1949 (22nd)","Cinematography","Prince of Foxes","Leon Shamroy","NO"
"1949 (22nd)","Cinematography","The Barkleys of Broadway","Harry Stradling","NO"
"1949 (22nd)","Cinematography","Jolson Sings Again","William Snyder","NO"
"1949 (22nd)","Cinematography","Little Women","Robert Planck, Charles Schoenbaum","NO"
"1949 (22nd)","Cinematography","Sand","Charles G. Clarke","NO"
"1949 (22nd)","Cinematography","She Wore a Yellow Ribbon","Winton Hoch","YES"
"1949 (22nd)","Directing","All the King's Men","Robert Rossen","NO"
"1949 (22nd)","Directing","Battleground","William A. Wellman","NO"
"1949 (22nd)","Directing","The Fallen Idol","Carol Reed","NO"
"1949 (22nd)","Directing","The Heiress","William Wyler","NO"
"1949 (22nd)","Directing","A Letter to Three Wives","Joseph L. Mankiewicz","YES"
"1949 (22nd)","Foreign Language Film","To The Bicycle Thief","","YES"
"1949 (22nd)","Music (Scoring)","Beyond the Forest","Max Steiner","NO"
"1949 (22nd)","Music (Scoring)","Champion","Dimitri Tiomkin","NO"
"1949 (22nd)","Music (Scoring)","The Heiress","Aaron Copland","YES"
"1949 (22nd)","Music (Scoring)","Jolson Sings Again","Morris Stoloff, George Duning","NO"
"1949 (22nd)","Music (Scoring)","Look for the Silver Lining","Ray Heindorf","NO"
"1949 (22nd)","Music (Scoring)","On the Town","Roger Edens, Lennie Hayton","YES"
"1949 (22nd)","Music (Song)","Neptune's Daughter","Music and Lyrics by Frank Loesser","YES"
"1949 (22nd)","Music (Song)","It's a Great Feeling","Music by Jule Styne; Lyrics by Sammy Cahn","NO"
"1949 (22nd)","Music (Song)","So Dear to My Heart","Music by Eliot Daniel; Lyrics by Larry Morey","NO"
"1949 (22nd)","Music (Song)","My Foolish Heart","Music by Victor Young; Lyrics by Ned Washington","NO"
"1949 (22nd)","Music (Song)","Come to the Stable","Music by Alfred Newman; Lyrics by Mack Gordon","NO"
"1949 (22nd)","Best Picture","All the King's Men","Robert Rossen Productions","YES"
"1949 (22nd)","Best Picture","Battleground","Metro-Goldwyn-Mayer","NO"
"1949 (22nd)","Best Picture","The Heiress","Paramount","NO"
"1949 (22nd)","Best Picture","A Letter to Three Wives","20th Century-Fox","NO"
"1949 (22nd)","Best Picture","Twelve O'Clock High","20th Century-Fox","NO"
"1949 (22nd)","Honorary Award","To The Bicycle Thief","","YES"
"1949 (22nd)","Honorary Award","To Bobby Driscoll","","YES"
"1949 (22nd)","Honorary Award","To Fred Astaire","","YES"
"1949 (22nd)","Honorary Award","To Cecil B. DeMille","","YES"
"1949 (22nd)","Honorary Award","To Jean Hersholt","","YES"
"1948 (21st)","Actor -- Leading Role","Lew Ayres","Johnny Belinda {'Dr. Robert Richardson'}","NO"
"1948 (21st)","Actor -- Leading Role","Montgomery Clift","The Search {'Ralph Stevenson'}","NO"
"1948 (21st)","Actor -- Leading Role","Dan Dailey","When My Baby Smiles at Me {'Skid'}","NO"
"1948 (21st)","Actor -- Leading Role","Laurence Olivier","Hamlet {'Hamlet'}","YES"
"1948 (21st)","Actor -- Leading Role","Clifton Webb","Sitting Pretty {'Lynn Belvedere'}","NO"
"1948 (21st)","Actor -- Supporting Role","Charles Bickford","Johnny Belinda {'Black McDonald'}","NO"
"1948 (21st)","Actor -- Supporting Role","José Ferrer","Joan of Arc {'The Dauphin, Charles VIII'}","NO"
"1948 (21st)","Actor -- Supporting Role","Oscar Homolka","I Remember Mama {'Uncle Chris'}","NO"
"1948 (21st)","Actor -- Supporting Role","Walter Huston","The Treasure of the Sierra Madre {'Howard'}","YES"
"1948 (21st)","Actor -- Supporting Role","Cecil Kellaway","The Luck of the Irish {'Horace'}","NO"
"1948 (21st)","Actress -- Leading Role","Ingrid Bergman","Joan of Arc {'Joan of Arc'}","NO"
"1948 (21st)","Actress -- Leading Role","Olivia de Havilland","The Snake Pit {'Virginia Stuart Cunningham'}","NO"
"1948 (21st)","Actress -- Leading Role","Irene Dunne","I Remember Mama {'Mama'}","NO"
"1948 (21st)","Actress -- Leading Role","Barbara Stanwyck","Sorry, Wrong Number {'Leona Stevenson'}","NO"
"1948 (21st)","Actress -- Leading Role","Jane Wyman","Johnny Belinda {'Belinda McDonald'}","YES"
"1948 (21st)","Actress -- Supporting Role","Barbara Bel Geddes","I Remember Mama {'Katrin'}","NO"
"1948 (21st)","Actress -- Supporting Role","Ellen Corby","I Remember Mama {'Aunt Trina'}","NO"
"1948 (21st)","Actress -- Supporting Role","Agnes Moorehead","Johnny Belinda {'Aggie McDonald'}","NO"
"1948 (21st)","Actress -- Supporting Role","Jean Simmons","Hamlet {'Ophelia'}","NO"
"1948 (21st)","Actress -- Supporting Role","Claire Trevor","Key Largo {'Gaye'}","YES"
"1948 (21st)","Cinematography","A Foreign Affair","Charles B. Lang, Jr.","NO"
"1948 (21st)","Cinematography","I Remember Mama","Nicholas Musuraca","NO"
"1948 (21st)","Cinematography","Johnny Belinda","Ted McCord","NO"
"1948 (21st)","Cinematography","The Naked City","William Daniels","YES"
"1948 (21st)","Cinematography","Portrait of Jennie","Joseph August","NO"
"1948 (21st)","Cinematography","Green Grass of Wyoming","Charles G. Clarke","NO"
"1948 (21st)","Cinematography","Joan of Arc","Joseph Valentine, William V. Skall, Winton Hoch","YES"
"1948 (21st)","Cinematography","The Loves of Carmen","William Snyder","NO"
"1948 (21st)","Cinematography","The Three Musketeers","Robert Planck","NO"
"1948 (21st)","Directing","Hamlet","Laurence Olivier","NO"
"1948 (21st)","Directing","Johnny Belinda","Jean Negulesco","NO"
"1948 (21st)","Directing","The Search","Fred Zinnemann","NO"
"1948 (21st)","Directing","The Snake Pit","Anatole Litvak","NO"
"1948 (21st)","Directing","The Treasure of the Sierra Madre","John Huston","YES"
"1948 (21st)","Foreign Language Film","To Monsieur Vincent","","YES"
"1948 (21st)","Music (Scoring)","Hamlet","William Walton","NO"
"1948 (21st)","Music (Scoring)","Joan of Arc","Hugo Friedhofer","NO"
"1948 (21st)","Music (Scoring)","Johnny Belinda","Max Steiner","NO"
"1948 (21st)","Music (Scoring)","The Red Shoes","Brian Easdale","YES"
"1948 (21st)","Music (Scoring)","The Snake Pit","Alfred Newman","NO"
"1948 (21st)","Music (Scoring)","Easter Parade","Johnny Green, Roger Edens","YES"
"1948 (21st)","Music (Scoring)","The Emperor Waltz","Victor Young","NO"
"1948 (21st)","Music (Scoring)","The Pirate","Lennie Hayton","NO"
"1948 (21st)","Music (Scoring)","Romance on the High Seas","Ray Heindorf","NO"
"1948 (21st)","Music (Scoring)","When My Baby Smiles at Me","Alfred Newman","NO"
"1948 (21st)","Music (Song)","The Paleface","Music and Lyrics by Jay Livingston and Ray Evans","YES"
"1948 (21st)","Music (Song)","Casbah","Music by Harold Arlen; Lyrics by Leo Robin","NO"
"1948 (21st)","Music (Song)","Romance on the High Seas","Music by Jule Styne; Lyrics by Sammy Cahn","NO"
"1948 (21st)","Music (Song)","That Lady in Ermine","Music by Frederick Hollander; Lyrics by Leo Robin","NO"
"1948 (21st)","Music (Song)","Wet Blanket Policy","Music and Lyrics by Ramey Idriss and George Tibbles","NO"
"1948 (21st)","Best Picture","Hamlet","J. Arthur Rank-Two Cities Films","YES"
"1948 (21st)","Best Picture","Johnny Belinda","Warner Bros.","NO"
"1948 (21st)","Best Picture","The Red Shoes","J. Arthur Rank-Archers","NO"
"1948 (21st)","Best Picture","The Snake Pit","20th Century-Fox","NO"
"1948 (21st)","Best Picture","The Treasure of the Sierra Madre","Warner Bros.","NO"
"1948 (21st)","Honorary Award","To Monsieur Vincent","","YES"
"1948 (21st)","Honorary Award","To Ivan Jandl","","YES"
"1948 (21st)","Honorary Award","To Sid Grauman","","YES"
"1948 (21st)","Honorary Award","To Adolph Zukor","","YES"
"1948 (21st)","Honorary Award","To Walter Wanger","","YES"
"1948 (21st)","Honorary Award","To Jean Hersholt","June 26, 1949, at the Academy building.]","NO"
"1947 (20th)","Actor -- Leading Role","Ronald Colman","A Double Life {'Anthony John'}","YES"
"1947 (20th)","Actor -- Leading Role","John Garfield","Body and Soul {'Charlie Davis'}","NO"
"1947 (20th)","Actor -- Leading Role","Gregory Peck","Gentleman's Agreement {'Phil Green'}","NO"
"1947 (20th)","Actor -- Leading Role","William Powell","Life with Father {'Clarence Day'}","NO"
"1947 (20th)","Actor -- Leading Role","Michael Redgrave","Mourning Becomes Electra {'Orin Mannon'}","NO"
"1947 (20th)","Actor -- Supporting Role","Charles Bickford","The Farmer's Daughter {'Clancy'}","NO"
"1947 (20th)","Actor -- Supporting Role","Thomas Gomez","Ride the Pink Horse {'Pancho'}","NO"
"1947 (20th)","Actor -- Supporting Role","Edmund Gwenn","Miracle on 34th Street {'Kris Kringle'}","YES"
"1947 (20th)","Actor -- Supporting Role","Robert Ryan","Crossfire {'Montgomery'}","NO"
"1947 (20th)","Actor -- Supporting Role","Richard Widmark","Kiss of Death {'Tommy Udo'}","NO"
"1947 (20th)","Actress -- Leading Role","Joan Crawford","Possessed {'Louise Howell'}","NO"
"1947 (20th)","Actress -- Leading Role","Susan Hayward","Smash-Up--The Story of a Woman {'Angie'}","NO"
"1947 (20th)","Actress -- Leading Role","Dorothy McGuire","Gentleman's Agreement {'Kathy'}","NO"
"1947 (20th)","Actress -- Leading Role","Rosalind Russell","Mourning Becomes Electra {'Lavinia Mannon'}","NO"
"1947 (20th)","Actress -- Leading Role","Loretta Young","The Farmer's Daughter {'Katrin Holstrom'}","YES"
"1947 (20th)","Actress -- Supporting Role","Ethel Barrymore","The Paradine Case {'Lady Sophie Horfield'}","NO"
"1947 (20th)","Actress -- Supporting Role","Gloria Grahame","Crossfire {'Ginny Tremaine'}","NO"
"1947 (20th)","Actress -- Supporting Role","Celeste Holm","Gentleman's Agreement {'Anne'}","YES"
"1947 (20th)","Actress -- Supporting Role","Marjorie Main","The Egg and I {'Ma Kettle'}","NO"
"1947 (20th)","Actress -- Supporting Role","Anne Revere","Gentleman's Agreement {'Mrs. Green'}","NO"
"1947 (20th)","Cinematography","The Ghost and Mrs. Muir","Charles Lang, Jr.","NO"
"1947 (20th)","Cinematography","Great Expectations","Guy Green","YES"
"1947 (20th)","Cinematography","Green Dolphin Street","George Folsey","NO"
"1947 (20th)","Cinematography","Black Narcissus","Jack Cardiff","YES"
"1947 (20th)","Cinematography","Life with Father","Peverell Marley, William V. Skall","NO"
"1947 (20th)","Cinematography","Mother Wore Tights","Harry Jackson","NO"
"1947 (20th)","Directing","The Bishop's Wife","Henry Koster","NO"
"1947 (20th)","Directing","Crossfire","Edward Dmytryk","NO"
"1947 (20th)","Directing","A Double Life","George Cukor","NO"
"1947 (20th)","Directing","Gentleman's Agreement","Elia Kazan","YES"
"1947 (20th)","Directing","Great Expectations","David Lean","NO"
"1947 (20th)","Foreign Language Film","To Shoe-Shine","","YES"
"1947 (20th)","Music (Scoring)","The Bishop's Wife","Hugo Friedhofer","NO"
"1947 (20th)","Music (Scoring)","Captain from Castile","Alfred Newman","NO"
"1947 (20th)","Music (Scoring)","A Double Life","Dr. Miklos Rozsa","YES"
"1947 (20th)","Music (Scoring)","Forever Amber","David Raksin","NO"
"1947 (20th)","Music (Scoring)","Life with Father","Max Steiner","NO"
"1947 (20th)","Music (Scoring)","Fiesta","Johnny Green","NO"
"1947 (20th)","Music (Scoring)","Mother Wore Tights","Alfred Newman","YES"
"1947 (20th)","Music (Scoring)","My Wild Irish Rose","Ray Heindorf, Max Steiner","NO"
"1947 (20th)","Music (Scoring)","Road to Rio","Robert Emmett Dolan","NO"
"1947 (20th)","Music (Scoring)","Song of the South","Daniele Amfitheatrof, Paul J. Smith, Charles Wolcott","NO"
"1947 (20th)","Music (Song)","The Time, the Place and the Girl","Music by Arthur Schwartz; Lyrics by Leo Robin","NO"
"1947 (20th)","Music (Song)","The Perils of Pauline","Music and Lyrics by Frank Loesser","NO"
"1947 (20th)","Music (Song)","Good News","Music and Lyrics by Ralph Blane, Roger Edens and Hugh Martin","NO"
"1947 (20th)","Music (Song)","Mother Wore Tights","Music by Josef Myrow; Lyrics by Mack Gordon","NO"
"1947 (20th)","Music (Song)","Song of the South","Music by Allie Wrubel; Lyrics by Ray Gilbert","YES"
"1947 (20th)","Best Picture","The Bishop's Wife","Samuel Goldwyn Productions","NO"
"1947 (20th)","Best Picture","Crossfire","RKO Radio","NO"
"1947 (20th)","Best Picture","Gentleman's Agreement","20th Century-Fox","YES"
"1947 (20th)","Best Picture","Great Expectations","J. Arthur Rank-Cineguild","NO"
"1947 (20th)","Best Picture","Miracle on 34th Street","20th Century-Fox","NO"
"1947 (20th)","Honorary Award","To James Baskett","","YES"
"1947 (20th)","Honorary Award","To Bill and Coo.","","YES"
"1947 (20th)","Honorary Award","To Shoe-Shine","","YES"
"1947 (20th)","Honorary Award","To Colonel William ....","","YES"
"1946 (19th)","Actor -- Leading Role","Fredric March","The Best Years of Our Lives {'Al Stephenson'}","YES"
"1946 (19th)","Actor -- Leading Role","Laurence Olivier","Henry V {'Henry V'}","NO"
"1946 (19th)","Actor -- Leading Role","Larry Parks","The Jolson Story {'Al Jolson'}","NO"
"1946 (19th)","Actor -- Leading Role","Gregory Peck","The Yearling {'Pa Baxter'}","NO"
"1946 (19th)","Actor -- Leading Role","James Stewart","It's a Wonderful Life {'George Bailey'}","NO"
"1946 (19th)","Actor -- Supporting Role","Charles Coburn","The Green Years {'Alexander Gow'}","NO"
"1946 (19th)","Actor -- Supporting Role","William Demarest","The Jolson Story {'Steve Martin'}","NO"
"1946 (19th)","Actor -- Supporting Role","Claude Rains","Notorious {'Alexander Sebastian'}","NO"
"1946 (19th)","Actor -- Supporting Role","Harold Russell","The Best Years of Our Lives {'Homer Parrish'}","YES"
"1946 (19th)","Actor -- Supporting Role","Clifton Webb","The Razor's Edge {'Elliott Templeton'}","NO"
"1946 (19th)","Actress -- Leading Role","Olivia de Havilland","To Each His Own {'Jody Norris'}","YES"
"1946 (19th)","Actress -- Leading Role","Celia Johnson","Brief Encounter {'Laura Jesson'}","NO"
"1946 (19th)","Actress -- Leading Role","Jennifer Jones","Duel in the Sun {'Pearl Chavez'}","NO"
"1946 (19th)","Actress -- Leading Role","Rosalind Russell","Sister Kenny {'Elizabeth Kenny'}","NO"
"1946 (19th)","Actress -- Leading Role","Jane Wyman","The Yearling {'Ma Baxter'}","NO"
"1946 (19th)","Actress -- Supporting Role","Ethel Barrymore","The Spiral Staircase {'Mrs. Warren'}","NO"
"1946 (19th)","Actress -- Supporting Role","Anne Baxter","The Razor's Edge {'Sophie MacDonald'}","YES"
"1946 (19th)","Actress -- Supporting Role","Lillian Gish","Duel in the Sun {'Belle McCanles'}","NO"
"1946 (19th)","Actress -- Supporting Role","Flora Robson","Saratoga Trunk {'Angelique Buiton'}","NO"
"1946 (19th)","Actress -- Supporting Role","Gale Sondergaard","Anna and the King of Siam {'Lady Thiang'}","NO"
"1946 (19th)","Cinematography","Anna and the King of Siam","Arthur Miller","YES"
"1946 (19th)","Cinematography","The Green Years","George Folsey","NO"
"1946 (19th)","Cinematography","The Jolson Story","Joseph Walker","NO"
"1946 (19th)","Cinematography","The Yearling","Charles Rosher, Leonard Smith, Arthur Arling","YES"
"1946 (19th)","Directing","The Best Years of Our Lives","William Wyler","YES"
"1946 (19th)","Directing","Brief Encounter","David Lean","NO"
"1946 (19th)","Directing","It's a Wonderful Life","Frank Capra","NO"
"1946 (19th)","Directing","The Killers","Robert Siodmak","NO"
"1946 (19th)","Directing","The Yearling","Clarence Brown","NO"
"1946 (19th)","Music (Scoring)","Anna and the King of Siam","Bernard Herrmann","NO"
"1946 (19th)","Music (Scoring)","The Best Years of Our Lives","Hugo Friedhofer","YES"
"1946 (19th)","Music (Scoring)","Henry V","William Walton","NO"
"1946 (19th)","Music (Scoring)","Humoresque","Franz Waxman","NO"
"1946 (19th)","Music (Scoring)","The Killers","Miklos Rozsa","NO"
"1946 (19th)","Music (Scoring)","Blue Skies","Robert Emmett Dolan","NO"
"1946 (19th)","Music (Scoring)","Centennial Summer","Alfred Newman","NO"
"1946 (19th)","Music (Scoring)","The Harvey Girls","Lennie Hayton","NO"
"1946 (19th)","Music (Scoring)","The Jolson Story","Morris Stoloff","YES"
"1946 (19th)","Music (Scoring)","Night and Day","Ray Heindorf, Max Steiner","NO"
"1946 (19th)","Music (Song)","Centennial Summer","Music by Jerome Kern; Lyrics by Oscar Hammerstein II","NO"
"1946 (19th)","Music (Song)","The Dolly Sisters","Music by James Monaco; Lyrics by Mack Gordon","NO"
"1946 (19th)","Music (Song)","Canyon Passage","Music by Hoagy Carmichael; Lyrics by Jack Brooks","NO"
"1946 (19th)","Music (Song)","The Harvey Girls","Music by Harry Warren; Lyrics by Johnny Mercer","YES"
"1946 (19th)","Music (Song)","Blue Skies","Music and Lyrics by Irving Berlin","NO"
"1946 (19th)","Best Picture","The Best Years of Our Lives","Samuel Goldwyn Productions","YES"
"1946 (19th)","Best Picture","Henry V","J. Arthur Rank-Two Cities Films","NO"
"1946 (19th)","Best Picture","It's a Wonderful Life","Liberty Films","NO"
"1946 (19th)","Best Picture","The Razor's Edge","20th Century-Fox","NO"
"1946 (19th)","Best Picture","The Yearling","Metro-Goldwyn-Mayer","NO"
"1946 (19th)","Honorary Award","To Laurence Olivier","","YES"
"1946 (19th)","Honorary Award","To Harold Russell","","YES"
"1946 (19th)","Honorary Award","To Ernst Lubitsch","","YES"
"1946 (19th)","Honorary Award","To Claude Jarman, Jr","","YES"
"1945 (18th)","Actor -- Leading Role","Bing Crosby","The Bells of St. Mary's {'Father O'Malley'}","NO"
"1945 (18th)","Actor -- Leading Role","Gene Kelly","Anchors Aweigh {'Joseph Brady'}","NO"
"1945 (18th)","Actor -- Leading Role","Ray Milland","The Lost Weekend {'Don Birnam'}","YES"
"1945 (18th)","Actor -- Leading Role","Gregory Peck","The Keys of the Kingdom {'Father Francis Chisholm'}","NO"
"1945 (18th)","Actor -- Leading Role","Cornel Wilde","A Song to Remember {'Frederick Chopin'}","NO"
"1945 (18th)","Actor -- Supporting Role","Michael Chekhov","Spellbound {'Dr. Alex Brulov'}","NO"
"1945 (18th)","Actor -- Supporting Role","John Dall","The Corn Is Green {'Morgan Evans'}","NO"
"1945 (18th)","Actor -- Supporting Role","James Dunn","A Tree Grows in Brooklyn {'Johnny Nolan'}","YES"
"1945 (18th)","Actor -- Supporting Role","Robert Mitchum","G. I. Joe {'Lieutenant Walker'}","NO"
"1945 (18th)","Actor -- Supporting Role","J. Carrol Naish","A Medal for Benny {'Charlie Martini'}","NO"
"1945 (18th)","Actress -- Leading Role","Ingrid Bergman","The Bells of St. Mary's {'Sister Benedict'}","NO"
"1945 (18th)","Actress -- Leading Role","Joan Crawford","Mildred Pierce {'Mildred Pierce'}","YES"
"1945 (18th)","Actress -- Leading Role","Greer Garson","The Valley of Decision {'Mary Rafferty'}","NO"
"1945 (18th)","Actress -- Leading Role","Jennifer Jones","Love Letters {'Singleton'}","NO"
"1945 (18th)","Actress -- Leading Role","Gene Tierney","Leave Her to Heaven {'Ellen Berent'}","NO"
"1945 (18th)","Actress -- Supporting Role","Eve Arden","Mildred Pierce {'Ida'}","NO"
"1945 (18th)","Actress -- Supporting Role","Ann Blyth","Mildred Pierce {'Veda Pierce'}","NO"
"1945 (18th)","Actress -- Supporting Role","Angela Lansbury","The Picture of Dorian Gray {'Sibyl Vane'}","NO"
"1945 (18th)","Actress -- Supporting Role","Joan Lorring","The Corn Is Green {'Bessie Watty'}","NO"
"1945 (18th)","Actress -- Supporting Role","Anne Revere","National Velvet {'Mrs. Brown'}","YES"
"1945 (18th)","Cinematography","The Keys of the Kingdom","Arthur Miller","NO"
"1945 (18th)","Cinematography","The Lost Weekend","John F. Seitz","NO"
"1945 (18th)","Cinematography","Mildred Pierce","Ernest Haller","NO"
"1945 (18th)","Cinematography","The Picture of Dorian Gray","Harry Stradling","YES"
"1945 (18th)","Cinematography","Spellbound","George Barnes","NO"
"1945 (18th)","Cinematography","Anchors Aweigh","Robert Planck, Charles Boyle","NO"
"1945 (18th)","Cinematography","Leave Her to Heaven","Leon Shamroy","YES"
"1945 (18th)","Cinematography","National Velvet","Leonard Smith","NO"
"1945 (18th)","Cinematography","A Song to Remember","Tony Gaudio, Allen M. Davey","NO"
"1945 (18th)","Cinematography","The Spanish Main","George Barnes","NO"
"1945 (18th)","Directing","The Bells of St. Mary's","Leo McCarey","NO"
"1945 (18th)","Directing","The Lost Weekend","Billy Wilder","YES"
"1945 (18th)","Directing","National Velvet","Clarence Brown","NO"
"1945 (18th)","Directing","The Southerner","Jean Renoir","NO"
"1945 (18th)","Directing","Spellbound","Alfred Hitchcock","NO"
"1945 (18th)","Music (Scoring)","The Bells of St. Mary's","Robert Emmett Dolan","NO"
"1945 (18th)","Music (Scoring)","Brewster's Millions","Lou Forbes","NO"
"1945 (18th)","Music (Scoring)","Captain Kidd","Werner Janssen","NO"
"1945 (18th)","Music (Scoring)","The Enchanted Cottage","Roy Webb","NO"
"1945 (18th)","Music (Scoring)","Flame of Barbary Coast","Morton Scott, Dale Butts","NO"
"1945 (18th)","Music (Scoring)","G. I. Honeymoon","Edward J. Kay","NO"
"1945 (18th)","Music (Scoring)","G. I. Joe","Louis Applebaum, Ann Ronell","NO"
"1945 (18th)","Music (Scoring)","Guest in the House","Werner Janssen","NO"
"1945 (18th)","Music (Scoring)","Guest Wife","Daniele Amfitheatrof","NO"
"1945 (18th)","Music (Scoring)","The Keys of the Kingdom","Alfred Newman","NO"
"1945 (18th)","Music (Scoring)","The Lost Weekend","Miklos Rozsa","NO"
"1945 (18th)","Music (Scoring)","Love Letters","Victor Young","NO"
"1945 (18th)","Music (Scoring)","The Man Who Walked Alone","Karl Hajos","NO"
"1945 (18th)","Music (Scoring)","Objective, Burma!","Franz Waxman","NO"
"1945 (18th)","Music (Scoring)","Paris--Underground","Alexander Tansman","NO"
"1945 (18th)","Music (Scoring)","A Song to Remember","Miklos Rozsa, Morris Stoloff","NO"
"1945 (18th)","Music (Scoring)","The Southerner","Werner Janssen","NO"
"1945 (18th)","Music (Scoring)","Spellbound","Miklos Rozsa","YES"
"1945 (18th)","Music (Scoring)","This Love of Ours","H. J. Salter","NO"
"1945 (18th)","Music (Scoring)","The Valley of Decision","Herbert Stothart","NO"
"1945 (18th)","Music (Scoring)","The Woman in the Window","Arthur Lange, Hugo Friedhofer","NO"
"1945 (18th)","Music (Scoring)","Anchors Aweigh","Georgie Stoll","YES"
"1945 (18th)","Music (Scoring)","Belle of the Yukon","Arthur Lange","NO"
"1945 (18th)","Music (Scoring)","Can't Help Singing","Jerome Kern, H. J. Salter","NO"
"1945 (18th)","Music (Scoring)","Hitchhike to Happiness","Morton Scott","NO"
"1945 (18th)","Music (Scoring)","Incendiary Blonde","Robert Emmett Dolan","NO"
"1945 (18th)","Music (Scoring)","Rhapsody in Blue","Ray Heindorf, Max Steiner","NO"
"1945 (18th)","Music (Scoring)","State Fair","Alfred Newman, Charles Henderson","NO"
"1945 (18th)","Music (Scoring)","Sunbonnet Sue","Edward J. Kay","NO"
"1945 (18th)","Music (Scoring)","The Three Caballeros","Charles Wolcott, Edward Plumb, Paul J. Smith","NO"
"1945 (18th)","Music (Scoring)","Tonight and Every Night","Marlin Skiles, Morris Stoloff","NO"
"1945 (18th)","Music (Scoring)","Why Girls Leave Home","Walter Greene","NO"
"1945 (18th)","Music (Scoring)","Wonder Man","Ray Heindorf, Lou Forbes","NO"
"1945 (18th)","Music (Song)","Here Come the Waves","Music by Harold Arlen; Lyrics by Johnny Mercer","NO"
"1945 (18th)","Music (Song)","Tonight and Every Night","Music by Jule Styne; Lyrics by Sammy Cahn","NO"
"1945 (18th)","Music (Song)","The Bells of St. Mary's","Music by James Van Heusen; Lyrics by Johnny Burke","NO"
"1945 (18th)","Music (Song)","Why Girls Leave Home","Music by Jay Livingston; Lyrics by Ray Evans","NO"
"1945 (18th)","Music (Song)","Earl Carroll Vanities","Music by Walter Kent; Lyrics by Kim Gannon","NO"
"1945 (18th)","Music (Song)","Anchors Aweigh","Music by Jule Styne; Lyrics by Sammy Cahn","NO"
"1945 (18th)","Music (Song)","Sing Your Way Home","Music by Allie Wrubel; Lyrics by Herb Magidson","NO"
"1945 (18th)","Music (Song)","State Fair","Music by Richard Rodgers; Lyrics by Oscar Hammerstein II","YES"
"1945 (18th)","Music (Song)","G. I. Joe","Music and Lyrics by Ann Ronell","NO"
"1945 (18th)","Music (Song)","Love Letters","Music by Victor Young; Lyrics by Eddie Heyman","NO"
"1945 (18th)","Music (Song)","Can't Help Singing","Music by Jerome Kern; Lyrics by E. Y. Harburg","NO"
"1945 (18th)","Music (Song)","Belle of the Yukon","Music by James Van Heusen; Lyrics by Johnny Burke","NO"
"1945 (18th)","Music (Song)","Wonder Man","Music by David Rose; Lyrics by Leo Robin","NO"
"1945 (18th)","Music (Song)","San Antonio","Music by Ray Heindorf and M. K. Jerome; Lyrics by Ted Koehler","NO"
